rank,uei,vendor,foreign,amount_M_lifetime,records,fy_count,fys,piid_count,piids
301,NUXWEBNLQA27,MAGNATROL VALVE CORPORATION,,3.1235,6,4,"2019,2020,2021,2022",2,"N0002415C5332,N0002420C5310"
302,YFV9G5K6JJ39,SMITHS GROUP PLC,,3.1000,15,7,"2014,2015,2017,2018,2019,2021,2022",4,"N0002413C5314,N0002414C5106,N0002415C5228,N0002422C5500"
303,S6MCFRNAKXG3,ELECTRO IMPULSE LABORATORY INC.,,3.0714,10,3,"2019,2020,2021",1,N0002415C5228
304,ZU51LS7JZ8L5,FCX SYSTEMS INC,,3.0655,5,4,"2021,2022,2023,2025",1,N0002418C2307
305,G3SBJN2AB4L3,REGAL REXNORD CORPORATION,,3.0556,4,3,"2020,2024,2025",3,"N0002420C5310,N0002422C5500,N0002423C5325"
306,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",,3.0381,28,9,"2017,2018,2020,2021,2022,2023,2024,2025,2026",5,"N0002413C2307,N0002417C4109,N0002418C2307,N0002419C4452,N0002423C2307"
307,G3F6JNWKHCZ3,BUILDERS INC.,,3.0143,5,1,2021,2,"N0002413C5132,N0002420C5105"
308,UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",,3.0042,15,6,"2018,2019,2020,2022,2024,2026",3,"N0002413C2307,N0002418C2307,N0002423C2307"
309,GVHULJ2VMWE9,"PRESIDIO COMPONENTS, INC.",,2.9946,4,3,"2020,2021,2022",1,N0002422C5500
310,XYNDM1Y7XGG7,AMERICAN METAL BEARING CO,,2.9767,5,1,2025,2,"N0002418C2307,N0002423C2307"
311,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",,2.9547,9,6,"2019,2022,2023,2024,2025,2026",3,"N0002414C4313,N0002418C2307,N0002422C5500"
312,ZJYJB7MBFE56,"CRANE PUMPS & SYSTEMS, INC.",,2.9432,16,4,"2022,2023,2024,2025",3,"N0002418C2307,N0002420C5105,N0002423C2307"
313,Q5DRWXKQP299,NAVAL ENGINEERING SUPPORT INC,,2.9401,13,4,"2023,2024,2025,2026",1,N0002413C2307
314,CJQKS54NSXU7,"OROLIA GOVERNMENT SYSTEMS, INC.",,2.9310,5,3,"2023,2025,2026",1,N0002422C5500
315,D32BPTCE1M35,LTP MODERN MACHINE INC,,2.9293,24,1,2025,1,N0002420C5519
316,Z41NS9V1TZH7,D & G MACHINE PRODUCTS INC,,2.9170,18,6,"2021,2022,2023,2024,2025,2026",1,N0002422C5500
317,J9V9SJL4CW97,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",Yes,2.9134,9,2,"2024,2025",2,"N0002418C2307,N0002423C2307"
318,D5MKKBGXFN54,HERMETIC SOLUTIONS GROUP INC.,,2.8946,9,4,"2020,2022,2023,2024",2,"N0002414C5114,N0002422C5500"
319,VCFNC31LV829,CRANE CO,,2.8651,23,4,"2018,2019,2020,2021",2,"N0002414C5106,N0002414C5114"
320,K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",,2.8565,1,1,2025,1,N0002418C2305
321,EUY1C3NM2WN3,"ARKWIN INDUSTRIES, INC.",,2.8527,10,3,"2022,2024,2025",5,"N0001918C1061,N0002420C5105,N0002420C5605,N0002423C5325,N0025324F0016"
322,CFA6Y78KK6Z3,LOGUS MANUFACTURING CORP.,,2.8457,9,3,"2019,2020,2021",1,N0002414C5114
323,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,,2.8452,19,5,"2019,2020,2021,2022,2023",3,"N0002413C2307,N0002418C2307,N0002419C4452"
324,MMDRDDVELDX8,DANTE VALVE COMPANY INC,,2.8351,37,6,"2018,2019,2020,2021,2022,2023",3,"N0002413C2307,N0002418C2307,N0002419C2322"
325,Z7LGBTU7DC42,TEVET LLC,,2.7600,16,3,"2023,2024,2025",2,"N0002420C5105,N0002420C5519"
326,K2Q2GFN466F5,HUBER + SUHNER AG,,2.7242,16,3,"2024,2025,2026",1,N0002422C5500
327,FDWTUR78MKR9,PAYTON PLANAR MAGNETICS LTD.,,2.7234,4,2,"2024,2025",1,N0002422C5500
328,JCVKA8HHMMT5,"FOX VALLEY METAL TECH, INCORPORATED",,2.7138,20,3,"2019,2020,2023",3,"N0002414C5106,N0002414C5114,N0002420C5105"
329,KH1SMVPKSHY4,"GREAT LAKES SOUND & VIBRATION, INC.",,2.6995,4,2,"2022,2024",3,"N0002418C2305,N0002418C2307,N0002423C2307"
330,ZLF9ZLAAMKW5,RF1 HOLDING COMPANY,,2.6886,14,2,"2018,2019",2,"N0002414C5106,N0002414C5114"
331,UTLBMJZK7M61,"MID-CONTINENT ENGINEERING, INC.",,2.6398,29,5,"2014,2018,2019,2020,2026",4,"N0002413C5325,N0002414C5106,N0002414C5114,N0002424C5324"
332,U2W4ZCG9WJA7,"MYTHICS, INC.",,2.6376,9,4,"2019,2021,2022,2023",4,"N0002413C5116,N0002414C5106,N0002419C5102,N0002420C5105"
333,Z5S4RT2CF3L3,"MAGNETIKA, INC.",,2.6161,16,5,"2019,2020,2021,2022,2023",2,"N0002415C5332,N0002420C5310"
334,EREJZHBM5MU1,SPIRAX-SARCO ENGINEERING PLC,,2.6037,26,6,"2018,2019,2020,2021,2022,2023",4,"N0002414C5114,N0002415C5332,N0002418C2307,N0002420C5310"
335,FQ9ECUGUSKZ8,"HARMONY ENGINEERING, CORP",,2.6036,31,7,"2013,2014,2015,2016,2019,2022,2023",5,"N0002412C5311,N0002413C5325,N0002414C5114,N0002420C5380,N0017415C0009"
336,KLH4CY7HF3S5,KONGSBERG GEOSPATIAL LTD.,Yes,2.5877,7,3,"2019,2021,2022",3,"N0002413C5116,N0002416C5103,N0002419C5102"
337,WRKMBA4KC887,"LTI HOLDINGS, INC.",,2.5778,9,4,"2020,2021,2022,2023",2,"N0002415C5228,N0002420C5605"
338,XPM8X8SF8Y68,QUALITY PACIFIC MANUFACTURING INC,,2.5724,6,2,"2023,2025",1,N0002420C5605
339,D7NRZYCK6546,"CONCURRENT REAL-TIME, INC.",,2.5331,13,2,"2021,2022",4,"N0002413C5116,N0002414C5106,N0002419C5102,N0002420C5105"
340,L1K5Y97JCLF9,CENTRAL RADIO COMPANY INC,,2.5142,3,2,"2021,2022",2,"N0002420C4400,N0002420C4468"
341,EYXEF9DML9L7,LIDGERWOOD MANUFACTURING COMPANY (INC),,2.4452,14,4,"2018,2019,2020,2023",3,"N0002413C2307,N0002418C2307,N0002419C4452"
342,EANJVKFHMSZ8,"GULF FASTENER, INC.",,2.3728,6,3,"2021,2023,2024",2,"N0002413C2307,N0002418C2307"
343,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,,2.3616,8,6,"2015,2016,2019,2020,2021,2023",6,"N0002412C5311,N0002414C4313,N0002416C5103,N0002418C2307,N0017415C0009,N0017419C0004"
344,MCZLJUKD4BD4,ALLEGHENY TECHNOLOGIES INCORPORATED,,2.3404,7,3,"2020,2022,2023",1,N0001918C1007
345,Z2BNYDGWB424,BARNES GROUP INC,,2.3090,2,1,2022,1,N0001918C1007
346,XL9BYN8K3L61,"DEMUSZ MFG. CO., INC.",,2.2944,2,2,"2020,2024",2,"N0001918C1007,N0001923C0013"
347,JCXKM7U9WDR9,DEDICATED COMPUTING LLC,,2.2889,6,3,"2020,2021,2022",2,"N0002413C5116,N0002420C5105"
348,FR1NLWKHKDB7,"IRWIN & LEIGHTON, INC.",,2.2787,3,2,"2018,2021",1,N0002413C5132
349,G9XYJGCPDL77,HARMONY CASTINGS LLC,,2.2749,3,1,2025,1,N0002420C5605
350,WJ5NALKX26Y5,"SPARTRONICS PLAISTOW, INC.",,2.2658,3,1,2022,1,N0002422C5500
351,YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",,2.2641,8,3,"2017,2018,2019",4,"N0002413C5132,N0002414C5106,N0002414C5114,N0002419C5102"
352,FLU4K8MGMZX7,"HITACHI, LTD.",,2.2640,7,3,"2017,2024,2025",3,"N0002413C2307,N0002418C2307,N0002423C2307"
353,S6LCKJZGKFZ5,PIONEER MACHINE & TOOL CO. INC.,,2.2401,29,6,"2017,2018,2019,2020,2021,2023",4,"N0002414C5106,N0002414C5114,N0002419C5102,N0002420C5105"
354,TJCDPVN6RNP7,DELL FEDERAL SYSTEMS L.P.,,2.2352,18,7,"2018,2019,2020,2021,2022,2023,2024",6,"N0002413C5116,N0002413C5132,N0002414C5106,N0002414C5114,N0002419C5102,N0002420C5105"
355,T3WALEGF6NQ2,"MUELLER INDUSTRIES, INC.",,2.2306,13,4,"2018,2019,2020,2021",1,N0002414C5114
356,Y2Y9A5LJ6K28,"MINNESOTA WATERJET, INC.",,2.2173,24,12,"2014,2015,2016,2017,2019,2020,2021,2022,2023,2024,2025,2026",3,"N0002413C5314,N0002420C5380,N0002424C5324"
357,KEMMV4Q7MVM6,"EXCEL GEAR, INC.",,2.1979,1,1,2014,1,N0002412C5311
358,D7FGJHTABSH8,"LANZEN, INCORPORATED",,2.1786,13,5,"2022,2023,2024,2025,2026",3,"N0002420C5380,N0002424C5324,N0017419C0004"
359,QSXSDASP8FT6,MICROCHIP TECHNOLOGY INCORPORATED,,2.1621,7,3,"2018,2020,2022",2,"N0002414C5106,N0002415C5228"
360,RJBXUNF9XYX5,THUNDERBOLT SOFTWARE LLC,,2.1569,27,5,"2019,2020,2021,2022,2023",3,"N0002413C5116,N0002416C5103,N0002419C5102"
361,U4Y5L5RJJA56,"METHODE ELECTRONICS, INC",,2.1561,12,4,"2018,2019,2020,2021",1,N0002414C5114
362,MF1LU8RPCMB8,RANOR INC.,,2.1465,8,4,"2023,2024,2025,2026",1,N0017419C0004
363,T2VFE1NGR3G5,"DRS TRAINING & CONTROL SYSTEMS, LLC",,2.1442,6,1,2023,4,"N0002419C2322,N0002419C4452,N0002420C5310,N0002423C5325"
364,HCL7JA5646X9,"MAGNOLIA ADVANCED MATERIALS, INC.",,2.1317,5,4,"2017,2019,2024,2025",3,"N0002413C5314,N0002413C5325,N0002423C5325"
365,UR6FKNWNG626,"COINING, INC.",,2.1232,4,3,"2023,2024,2025",1,N0002422C5500
366,GWM1STZBHWP7,MASTER INTERNATIONAL CORP,,2.1204,18,4,"2023,2024,2025,2026",4,"N0002417C4109,N0002420C5605,N0002422C5500,N0025324F0016"
367,K48HS3521BC4,EVAC NORTH AMERICA INC,,2.1188,2,1,2024,1,N0002423C2307
368,N7MCTKMCTYQ3,"PAYTON AMERICA, INC.",,2.1154,4,3,"2020,2021,2023",1,N0002422C5500
369,HFALSP1F9ZD3,UNITED PRECISION CORP.,,2.1081,4,4,"2021,2022,2023,2024",1,N0002420C5380
370,D5NGX38L5EC9,EVAC NORTH AMERICA INC.,,2.1075,7,3,"2021,2022,2023",2,"N0002418C2307,N0002419C2322"
371,DUBENSKH21G8,"WOOLF AIRCRAFT PRODUCTS, INC",,2.0952,7,5,"2020,2022,2024,2025,2026",1,N0002422C5500
372,SLEPYXMKG1H4,"FLAME ENTERPRISES, INC.",,2.0915,20,9,"2017,2018,2019,2020,2022,2023,2024,2025,2026",6,"N0002414C5106,N0002414C5114,N0002417C4109,N0002420C5380,N0002424C5324,N0025324F0016"
373,MPCXJJQJAL83,TE CONNECTIVITY LTD.,,2.0868,15,7,"2017,2018,2019,2020,2021,2023,2024",2,"N0002414C5114,N0002417C4109"
374,LRGLM5X3XQ65,MAGNA MACHINE CO.,,2.0780,16,7,"2018,2019,2020,2021,2023,2024,2025",3,"N0002415C4103,N0017415C0009,N0017419C0004"
375,CT5WNUADNZ44,AMPHENOL CORPORATION,,2.0771,20,3,"2024,2025,2026",3,"N0002420C5519,N0002420C5605,N0002422C5500"
376,LKY2LSVB3Q86,"CARLISLE CO, INCORPORATED",,2.0766,5,2,"2024,2025",1,N0002422C5500
377,E4KGA1HAQ8U5,"ROTATING PRECISION MECHANISMS, INC.",,2.0682,1,1,2019,1,N0002415C5228
378,PU6TDFGSJQA3,DYNALEC CORPORATION,,2.0633,19,2,"2023,2024",3,"N0002417C4109,N0002418C2307,N0002423C2307"
379,N9UNRN3F79J1,"LESLIE CONTROLS, INC.",,2.0631,9,2,"2023,2024",1,N0002418C2307
380,UMMDFSB4ARJ7,TECHPRECISION CORPORATION,,2.0623,9,5,"2015,2016,2017,2019,2020",2,"N0002413C5314,N0002415C4103"
381,JY88JJ3HNS44,"COASTAL MARINE SERVICES, INC.",,2.0620,11,3,"2017,2018,2021",3,"N0002411C4408,N0002420C4400,N0002420C4468"
382,YBGVF28MA725,TROY TUBE & MANUFACTURING CO.,,2.0603,26,12,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",6,"N0002413C5314,N0002415C4103,N0002420C5380,N0002424C5324,N0017415C0009,N0017419C0004"
383,K4APKLUE4S98,J T MANUFACTURING CORP,,2.0305,7,4,"2022,2023,2024,2026",1,N0002422C5500
384,DT1KM4G6SLK7,"CORTRON, INC.",,2.0288,7,5,"2021,2022,2023,2024,2025",2,"N0002420C5605,N0025324F0016"
385,YNYEUML5QHF5,MAGNATROL VALVE CORPORATION,,2.0049,5,3,"2022,2024,2025",2,"N0002420C5310,N0002423C5325"
386,ZTPLJJTAD2F4,HOWDEN AMERICAN FAN COMPANY,,1.9996,17,2,"2023,2024",4,"N0002413C2305,N0002418C2305,N0002419C2322,N0002419C4452"
387,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",,1.9988,21,4,"2017,2018,2019,2020",5,"N0002413C5132,N0002414C5106,N0002414C5114,N0002419C5102,N0002420C5105"
388,HXNDDLVPK338,STEIN SEAL COMPANY,,1.9925,1,1,2025,1,N0001923C0013
389,UFLRAY4MM7U1,"GEMINI ELECTRONIC COMPONENTS, INC.",,1.9908,9,5,"2015,2016,2023,2025,2026",4,"N0002413C5325,N0002421C5393,N0002424C5324,N0017415C0009"
390,NY98VECEW8H6,TECHNOLOGY SERVICE CORPORATION,,1.9849,12,4,"2017,2021,2022,2023",2,"N0002413C5116,N0002413C5132"
391,NBEGHMFPMN24,STEEL TOOL & ENGINEERING CO,,1.9827,5,1,2025,2,"N0001923C0013,N0001924C0019"
392,RYK1M4NGA3V3,"WESCO AIRCRAFT HOLDINGS, INC.",,1.9643,6,4,"2015,2016,2019,2020",2,"N0002413C5314,N0002415C5332"
393,KVXZKEKUX3Q8,"BUNN INDUSTRIES, INCORPORATED",,1.9567,39,5,"2018,2019,2020,2021,2022",2,"N0002414C5104,N0002414C5114"
394,D49RVJRMCSJ8,"HABERMAN MACHINE, INC.",,1.9533,26,11,"2013,2014,2015,2017,2019,2020,2021,2022,2023,2024,2026",6,"N0002412C5311,N0002413C5314,N0002413C5325,N0002420C5380,N0002424C5324,N0017415C0009"
395,NUJPUJELENZ5,AI CONVOY TOPCO & CY S.C.A.,,1.9352,6,2,"2022,2023",2,"N0002414C5114,N0002422C5500"
396,JA2KCX21NL48,WARTSILA DEFENSE INC,,1.8979,18,4,"2023,2024,2025,2026",4,"N0002413C2307,N0002418C2307,N0002422C4485,N0002423C2307"
397,CQLFMKPGRUQ3,"TEVET, LLC",,1.8921,11,3,"2018,2020,2021",4,"N0002413C5325,N0002414C5114,N0002415C5151,N0002420C5105"
398,J3TKCN6S76D6,"ORACLE AMERICA, INC.",,1.8915,12,6,"2018,2019,2020,2021,2022,2024",4,"N0002413C5116,N0002413C5132,N0002419C5102,N0002420C5105"
399,DJ7MS9GQWDC8,CDM ELECTRONICS INC,,1.8790,8,4,"2022,2023,2024,2025",2,"N0002420C5605,N0002422C5500"
400,DM6PSQM3L455,PCX AEROSYSTEMS ENFIELD LLC,,1.8636,2,1,2022,1,N0001918C1061
401,PR7QMALR6TN4,COMPUTER CONVERSIONS CORPORATION,,1.8539,10,6,"2018,2020,2023,2024,2025,2026",1,N0002417C4109
402,YY4YKPLKUJ55,VELAN VALVE CORP.,,1.8500,12,2,"2022,2023",1,N0002418C2307
403,F1KGBDG9RSA7,CONTROLLED MOTION SOLUTIONS INC,,1.8427,16,6,"2019,2020,2021,2022,2023,2024",3,"N0002415C5332,N0002420C5310,N0002423C5325"
404,EB9VBA96K953,"METRO MACHINE WORKS, INC.",,1.8426,2,1,2022,1,N0001918C1061
405,E4LKQUJEKEU6,APPLIED COMPANIES,,1.8334,3,2,"2016,2024",2,"N0002413C5325,N0002421C5393"
406,VCENN7TCUMY8,PARKER FASTENERS LLC,,1.8324,6,3,"2022,2024,2025",1,N0002422C5500
407,LDZLUVBL2WM5,"HUBER+SUHNER ASTROLAB, INC.",,1.8117,5,2,"2020,2022",1,N0002422C5500
408,ZST2JGJ8ARF3,CARLISLE COMPANIES INC,,1.7976,3,2,"2020,2022",1,N0002422C5500
409,GFJRAJF46NN4,"TRIUMPH GROUP, INC.",,1.7904,3,2,"2024,2025",2,"N0001918C1007,N0001918C1061"
410,H3VYQFQRD1D6,"INDUSTRIAL GROUP HOLDINGS, LLC",,1.7896,23,6,"2016,2018,2019,2020,2021,2022",2,"N0017415C0009,N0017419C0004"
411,U6F2GHCNNH47,HEXCEL CORP,,1.7874,12,5,"2018,2019,2020,2022,2023",4,"N0002413C2305,N0002413C2307,N0002414C5114,N0002418C2307"
412,JNC1BUEVV3B9,"JGILS, LLC",,1.7786,19,5,"2017,2018,2019,2020,2021",2,"N0002411C2307,N0002413C2307"
413,DD7KGPMP93C1,HEH HOLDINGS LLC,,1.7745,10,4,"2017,2019,2020,2023",2,"N0002413C2307,N0002418C2307"
414,VCVKV4BZB7U5,"MB AEROSPACE STERLING HEIGHTS, INC.",,1.7688,5,3,"2021,2022,2023",1,N0002420C5310
415,QQNBR4AWYGQ4,AEA INVESTORS LP,,1.7640,5,2,"2025,2026",1,N0002422C5500
416,JB3FU6NKW1M3,"KRAYDEN, INC.",,1.7466,12,4,"2016,2018,2019,2020",2,"N0002413C5325,N0002415C5332"
417,LBP6VZX2ZBV4,"JC MACHINE, INC.",,1.7255,5,5,"2019,2020,2021,2022,2025",2,"N0002415C5228,N0002420C5605"
418,X2F2LCM8PQ77,MAIN STREET CAPITAL HOLDINGS LLC,,1.7025,2,1,2025,1,N0002422C5500
419,G8LMKLVVNSS4,CELLTRON INC,,1.7013,13,4,"2019,2021,2022,2025",2,"N0002415C5228,N0002422C5500"
420,RBANKF6MUJS9,"EFG HOLDINGS, INC.",,1.6898,19,9,"2015,2016,2017,2018,2019,2020,2021,2022,2023",4,"N0002413C5314,N0002415C4103,N0002418C2307,N0002419C2322"
421,RAQHTGX88MN4,SIOUX MANUFACTURING CORPORATION,,1.6823,5,3,"2024,2025,2026",4,"N0002420C5380,N0002421C5393,N0002423C5325,N0002424C5324"
422,JCAZB4Y7FTW2,WHITING DOOR EXPORT CORP.,,1.6640,6,3,"2024,2025,2026",2,"N0002418C2307,N0002423C2307"
423,H4FZBFXLJ636,"TIMKEN COMPANY, THE",,1.6598,4,3,"2018,2022,2023",4,"N0002411C2309,N0002413C2307,N0002418C2307,N0002420C4400"
424,J8CAKJ6WMNB3,"ASSURANCE MFG. CO., INC.",,1.6377,12,5,"2018,2021,2023,2024,2025",3,"N0002414C5114,N0002420C5605,N0025324F0016"
425,CPNJM695NH15,"CDP FASTENER GROUP, INC.",,1.6258,6,3,"2024,2025,2026",1,N0002422C5500
426,EACJHXZR3C75,CATALINA INSTRUMENT CORP.,,1.6143,32,5,"2018,2019,2020,2022,2024",4,"N0002414C5114,N0002415C5332,N0002420C5310,N0002423C5325"
427,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,,1.5811,21,3,"2023,2024,2025",6,"N0002417C4109,N0002418C2307,N0002419C4452,N0002420C5605,N0002423C5325,N0025324F0016"
428,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,,1.5631,10,6,"2019,2020,2021,2022,2023,2025",2,"N0002413C2307,N0002418C2307"
429,GRP8YMBS4297,SHAPCO INC.,,1.5621,7,5,"2014,2015,2016,2017,2019",1,N0002413C5314
430,MDC5LDZKQAM4,BLUE TECH INC.,,1.5602,13,6,"2020,2021,2022,2023,2024,2025",3,"N0002413C5116,N0002420C5605,N0025324F0016"
431,YMKJUADMJN79,TRI-TEC MANUFACTURING LLC,,1.5552,7,2,"2022,2023",3,"N0002413C2307,N0002419C2322,N0002419C4452"
432,PJJPF3BKD7L4,HYDRAFLOW,,1.5503,8,7,"2019,2020,2021,2022,2023,2024,2025",3,"N0002415C5228,N0002420C5605,N0025324F0016"
433,EWUTYZ9KJMG4,BEL FUSE INC.,,1.5447,35,4,"2017,2018,2019,2020",3,"N0002414C5106,N0002414C5114,N0002417C4109"
434,SU2FJ9TDBL98,"HUTCHINSON MANUFACTURING, LLC",,1.5387,12,3,"2022,2023,2024",2,"N0002420C5380,N0002421C5393"
435,XEZ6K1KLTZ99,"WULCO, INC.",,1.5385,10,3,"2013,2016,2020",2,"N0002412C5311,N0017415C0009"
436,Z8E2P5LK5Z13,"AERO ELECTRONICS SYSTEMS, INC.",,1.5320,15,4,"2022,2023,2025,2026",1,N0002422C5500
437,FJ8NY24LFMM8,LYTRON INCORPORATED,,1.5283,6,4,"2018,2019,2023,2025",3,"N0002414C5114,N0002415C5228,N0002420C5605"
438,KMRUJJMRJSV6,CAPARO INTERNATIONAL CORP,,1.5239,13,11,"2013,2014,2015,2017,2018,2019,2020,2022,2023,2024,2025",3,"N0002413C5314,N0002420C5380,N0002424C5324"
439,P4XPJNTCHB68,"SCHOELLHORN - ALBRECHT MACHINE CO., INC.",,1.5214,18,8,"2018,2019,2020,2021,2022,2024,2025,2026",3,"N0002413C2307,N0002418C2307,N0002423C2307"
440,E3VLQ35ALNP3,"ALL FLEX SOLUTIONS, INC.",,1.5136,3,3,"2024,2025,2026",1,N0002417C4109
441,L4ZMKLM4MPL3,MOOG INC.,,1.5024,11,6,"2016,2017,2019,2022,2023,2024",4,"N0001918C1061,N0002415C5151,N0017415C0009,N0017419C0004"
442,K1YLLHBBMPT1,AMERICAN SCAFFOLD,,1.4857,10,2,"2021,2022",2,"N0002420C4400,N0002420C4468"
443,KB45YQR3KSL5,"MISSISSIPPI SECURITY POLICE, INC.",,1.4767,4,4,"2019,2020,2022,2023",1,N0002413C2307
444,N62LME8FBJL6,"QED SYSTEMS, INC.",,1.4740,25,7,"2019,2020,2021,2022,2023,2024,2025",1,N0002415C5151
445,LT8MNGK1EL34,LEIDOS INNOVATIONS CORPORATION,,1.4723,3,2,"2021,2023",2,"N0002414C5114,N0002416C5103"
446,C196SJZ6X6M8,"CIS SECURE COMPUTING, INC.",,1.4663,6,4,"2018,2019,2020,2022",1,N0002415C5228
447,K3URF4HUNQS5,"GLOBAL, INCORPORATED",,1.4640,13,3,"2019,2020,2021",2,"N0002418C2307,N0002420C4400"
448,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",,1.4628,15,8,"2016,2017,2018,2019,2020,2021,2022,2023",3,"N0002413C5314,N0002420C5380,N0017419C0004"
449,KHN9PQ6VZ756,"MIDSTATE INDUSTRIAL SUPPLY, INC.",,1.4538,16,8,"2013,2014,2015,2018,2020,2022,2023,2024",3,"N0002413C5314,N0002413C5325,N0002420C5380"
450,XM8XQNB8HDR5,KYOCERA AVX COMPONENTS CORPORATION,,1.4526,2,2,"2024,2025",1,N0002422C5500
451,DLLNRGT5NFX1,"SPARTON PARENT, INC.",,1.4490,10,2,"2019,2020",5,"N0002414C5106,N0002414C5114,N0002415C5151,N0002416C5103,N0002420C5605"
452,VN4ABZNLWJ59,ABB LTD,,1.4410,8,5,"2017,2018,2020,2021,2022",2,"N0017415C0009,N0017419C0004"
453,WFM2KCAVDX59,ZURN WATER SOLUTIONS CORPORATION,,1.4407,3,3,"2020,2023,2024",2,"N0001918C1007,N0001918C1061"
454,FLQJXSFMNQP6,LISTER CHAIN & FORGE INC,,1.4407,2,1,2025,2,"N0002418C2307,N0002423C2307"
455,GCXXVQ87VUA8,INTRITEC,,1.4324,26,10,"2013,2014,2015,2016,2017,2019,2020,2021,2022,2023",3,"N0002413C5314,N0002420C5310,N0002420C5380"
456,M1LQD44NEJ56,"APPLIED COMPOSITE STRUCTURES, INC.",,1.4255,6,3,"2024,2025,2026",3,"N0002420C5380,N0002421C5393,N0002424C5324"
457,VXL2Z4ELBJL1,PARKER-HANNIFIN CORPORATION,,1.4229,3,1,2024,1,N0001918C1061
458,S2L2MCGC1XM3,GENERAL DYNAMICS CORPORATION,,1.4226,18,2,"2023,2024",4,"N0002415C5151,N0002420C5310,N0002422C5500,N0002423C5325"
459,NTREK31GP8N3,KSARIA CORPORATION,,1.4184,28,6,"2020,2021,2022,2024,2025,2026",5,"N0002413C2307,N0002415C5228,N0002420C5105,N0002420C5519,N0002422C5500"
460,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,,1.3954,14,6,"2017,2018,2019,2020,2021,2023",3,"N0002411C2307,N0002413C2307,N0002418C2307"
461,K7P5PVZPPHH1,ELBIT SYSTEMS LIMITED,,1.3915,3,1,2025,2,"N0002420C5605,N0002422C5500"
462,KB43RQK7PAH3,CUBIC CORPORATION,,1.3900,1,1,2018,1,N0002414C4313
463,GME7GBC2EXU9,"MB AEROSPACE STERLING HEIGHTS, INC.",,1.3828,6,3,"2019,2020,2021",2,"N0002415C5332,N0002420C5310"
464,ZL86GKAMNA57,GEORGE INDUSTRIES LLC,,1.3802,11,4,"2018,2019,2020,2021",1,N0002414C5114
465,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, LLC",,1.3698,19,5,"2019,2020,2021,2024,2025",3,"N0002413C2305,N0002413C2307,N0002418C2307"
466,MS5YBJZS9Y46,"ON ASSIGNMENT, INC.",,1.3695,7,2,"2022,2023",1,N0002413C5116
467,KWAYELLKNP86,GET ENGINEERING CORP.,,1.3661,14,5,"2017,2018,2019,2020,2021",3,"N0002414C5106,N0002414C5114,N0002415C5228"
468,G5C3YXNRFGG9,"MICROSS COMPONENTS, INC.",,1.3652,13,2,"2020,2021",1,N0002414C5114
469,HABHWQS9RGY3,"AMSTED GRAPHITE MATERIALS, LLC",,1.3602,1,1,2023,1,N0002423C5325
470,EP2TN3E6Z624,"COASTAL MECHANICAL SYSTEMS, LLC",,1.3593,6,3,"2018,2019,2020",1,N0002413C5325
471,CJ1ZQVEWNVY3,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",,1.3588,10,3,"2024,2025,2026",3,"N0002420C5380,N0002421C5393,N0002424C5324"
472,PWYQJP152BE5,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",,1.3492,13,6,"2014,2016,2019,2022,2025,2026",5,"N0002412C5311,N0002418C2307,N0002424C5324,N0017415C0009,N0017419C0004"
473,UMZXMKBNKN53,INSIGHT EQUITY HOLDINGS LLC,,1.3381,2,1,2018,1,N0002414C5114
474,X5BQPZ4DJ8J5,"PRODUCT DEVELOPMENT ASSOCIATES, INC.",,1.3293,7,4,"2019,2020,2021,2024",2,"N0002416C5103,N0025324F0016"
475,X99SLLWX4NV1,"SUMMA HOLDINGS, INC.",,1.3162,13,5,"2018,2019,2020,2021,2023",2,"N0002413C2307,N0002418C2307"
476,F7J2LEA17J39,"APEX SYSTEMS, LLC",,1.3046,11,2,"2023,2024",2,"N0002413C5116,N0002419C5102"
477,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",,1.2941,21,3,"2022,2025,2026",3,"N0002413C2307,N0002418C2307,N0002423C2307"
478,T5CFQAL52L76,KATO ENGINEERING INC.,,1.2926,6,1,2024,1,N0002419C4452
479,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",,1.2900,1,1,2024,1,N0002415C5151
480,NY66W8KMH427,"WALZ & KRENZER, INC.",,1.2782,6,5,"2013,2014,2015,2023,2024",3,"N0002413C5325,N0002419C2322,N0002421C5393"
