Subawardee UEI,Program,Subawardee Vendor Name,Parent UEI,Parent Vendor Name,Parent UEI(s)
C59LDR2KN4U6,Virginia,"FIN-TECH, INC.",,,
L66VDJVM3VP6,Virginia,KEYENCE CORP OF AMERICA,ND7DTJ18YXU8,KEYENCE CORPORATION,ND7DTJ18YXU8
YXMXTJMDPJR7,Virginia,"FAXON ENGINEERING COMPANY, INCORPORATED THE",YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",YXMXTJMDPJR7
MXDKLLXB3EK7,Virginia,"B&G MANUFACTURING CO., INC.",MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",MXDKLLXB3EK7
NYWQLNAXE9G4,Virginia,"ISLAND HOSE & SEALS, INC.",,,
HBLRJ28LNM16,Virginia,GE AVIATION SYSTEMS LLC,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,JRZ1WHXAKBM3
FCK2D4PSV1L2,Virginia,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,FCK2D4PSV1L2
JX92LMWRTRJ9,Virginia,"DONALDSON COMPANY, INC.",QLUGMNNMV4L8,,QLUGMNNMV4L8
TCSFXP5TD5P6,Virginia,"BLOWERS, LLC",,,
TMDVSPNEFR69,Virginia,IVES EQUIPMENT CORPORATION,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,TMDVSPNEFR69
T5PEM8N1QE25,Virginia,"AMRON INTERNATIONAL, INC.",T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",T5PEM8N1QE25
Q7CGW8NCRGJ6,Virginia,"TRANSDIGM, INC.",UAC2KLJM4XY1,Transdigm Group Incorporated,UAC2KLJM4XY1
KU8MSC4HELN8,Virginia,"TRANSDIGM, INC.",UAC2KLJM4XY1,Transdigm Group Incorporated,UAC2KLJM4XY1
TFBXC11G77F3,Virginia,BLACK BOX CORPORATION OF PENNSYLVANIA,T68XSQLJ53F5,Black Box Corporation,E5PDQFYJJD43; T68XSQLJ53F5
XFM4VGW1NBE4,Virginia,"L.C.DOANE COMPANY,THE",XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",XFM4VGW1NBE4
CSB6FUPJ5TC1,Virginia,"TDS AUTOMATION, INC.",ZTPCCBA4M5N5,Doerfer Acquisition Company,ZTPCCBA4M5N5
C1VMWS2KV645,Virginia,"OMNI SERVICES, INC.",C1VMWS2KV645,"OMNI SERVICES, INC.",C1VMWS2KV645
GYDNLMKBK274,Virginia,"MARCO GROUP INTERNATIONAL, INC.",GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",GYDNLMKBK274
QJCBMJ8NX5P5,Virginia,"FOAMPAK, INC.",,,
CBB5ZBL4F2G3,Virginia,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,,,
UXVTFYJT5PN7,Virginia,"MARWAY POWER SYSTEMS, INC.",UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",UXVTFYJT5PN7
CWU4C613AB25,Virginia,THE AIRFLO INSTRUMENT COMPANY,,,
F6JXYKQB4QL6,Virginia,H.C. STARCK,,,
TRJPK4ELKDR3,Virginia,M & P INTERNATIONAL INC,,,
Y7HTALFZANK8,Virginia,"GENERAL MACHINE AND TOOL COMPANY, INC.",,,
VXJMLWN9XU18,Virginia,"BRADKEN - ATLAS, LLC",FLU4K8MGMZX7,"HITACHI, LTD.",FLU4K8MGMZX7; KK9MJ7GHSJ96
EN76W7CYJYN7,Virginia,MARMON/KEYSTONE LLC,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,UU26FKF1MML6
VJMTKNLENX24,Virginia,ENGINEERED COIL COMPANY,W8PTMRME1496,LEONARDO SPA,W8PTMRME1496
YUHMEUENEET4,Virginia,Lawrence Leasing Corp.,,,
J3AFGKXWYK73,Virginia,YORK INTERNATIONAL CORPORATION,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,XEQ3L57D2J24
YKMMCNDT9KF8,Virginia,"YANKEE REMODELER OF NEW LONDON, INC.",,,
K574V7KEQUC8,Virginia,"CIRCOR AEROSPACE, INC.",U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",U45EH8WMNF55
FKEYGBAYJLH3,Virginia,"MERCURY SYSTEMS, INC.",,,
VBFXNRMUYSK6,Virginia,NTS TECHNICAL SYSTEMS,DJH3J8S4C481,NTS Holding Corporation Inc,DJH3J8S4C481
D3NDZT2XLW83,Virginia,"MARINE AIR SUPPLY CO., INC.",,,
DB33FU6GGYE7,Virginia,BLACK KNIGHT ENTERPRISES LLC,,,
PRNKGJL4NQH1,Virginia,OMEGA ENGINEERING INC,EG67WFES7DT3,,EG67WFES7DT3
HLAKD5J1DDG3,Virginia,"KLH INDUSTRIES, INC.",,,
R7UCMAWL4H87,Virginia,The Credit Scholars,,,
KPFHQNYN8R54,Virginia,"PACKAGE ONE INDUSTRIES, LLC",,,
HLE1E2KALJA5,Virginia,POWER PARAGON INC,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",DTZJAQF8NZA1; XXP4PLFFFGK9
SLBCZQAMG3Q1,Virginia,"Solflower Computer, Inc",,,
V87VJJNMMFH9,Virginia,"DEXTER MAGNETIC TECHNOLOGIES, INC.",TUU9F6CG3XC7,"Robert Family Holdings, Inc.",TUU9F6CG3XC7
F1N2KDGBDTU8,Virginia,"DLT SOLUTIONS, LLC",Q9MRTNQZ3K94,DLT MERGERCO LLC,Q9MRTNQZ3K94
JCY9NCTJF9J3,Virginia,AIRSAN CORPORATION,,,
LK9BTBWNLY96,Virginia,"BEK, INC.",EA52ZMBH4YG7,BEK INC,EA52ZMBH4YG7
XK68QNYRQCH8,Virginia,"AMERICAN BOA, INCORPORATED",K1M4HECUHKR4,AEA Europe Fund L.P.,K1M4HECUHKR4
GY5BEBKX7ME7,Virginia,"RBC SOUTHWEST PRODUCTS, INC.",LC7UN8MJYCJ7,Rbc Bearings Incorporated,LC7UN8MJYCJ7
P3NZJN8NQSB3,Virginia,FORTUNE METAL FINISHING CORPORATION,P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,P3NZJN8NQSB3
MFGMH9R7GMG3,Virginia,"FORCE 3, LLC",H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",H6DDCK12JBM7
G8HNS2EJYJU6,Virginia,"BUFFALO MACHINES, INC.",,,
DAR5NMQQMY53,Virginia,RED-D-ARC INC.,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,CL4ZKLFK5DR3
PRKVJMMJYJM3,Virginia,WILLIFORD PLASTICS INC,,,
VRTZQSMQ8615,Virginia,"HARDING COMPANY, INC",CP8AJC3EDE93,"Alp Industries, Inc.",CP8AJC3EDE93
RG8HFHKSV215,Virginia,"PDS ENGINEERING & CONSTRUCTION, INC.",,,
MHR1KKAZ1NH5,Virginia,"EDRO CORPORATION, THE",,,
NKNJZAVJ9EK3,Virginia,COGSDILL TOOL PRODUCTS INC,,,
C7QHHMJEALN1,Virginia,"MONROE CABLE COMPANY, INC., THE",,,
C12PGLEW9KW4,Virginia,"UNAFLEX, INC.",C12PGLEW9KW4,"UNAFLEX, INC.",C12PGLEW9KW4
W8RMNY6A3NT1,Virginia,"FLUID DYNAMICS, LLC",,,
EV14UZ7SCKG5,Virginia,New Haven Windustrial Co.,KK4TAQ8YKEY6,WINWHOLESALE INC.,KK4TAQ8YKEY6
HVK6DCBLUCP7,Virginia,GE AVIATION SYSTEMS LLC,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,JRZ1WHXAKBM3
HKUGWLAQ4821,Virginia,"LCR EMBEDDED SYSTEMS, INC.",,,
C3L9A8H3TWG5,Virginia,"AERO NAV LABORATORIES, INC.",,,
MGFUP827VKV2,Virginia,"ROSS MACHINERY SALES, INC",,,
EHRJCSUERKU3,Virginia,EATON AEROSPACE LLC,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,MBJ8ANU347W7
HJEXMNM5EJE5,Virginia,F. W. WEBB COMPANY,HJEXMNM5EJE5,F. W. WEBB COMPANY,HJEXMNM5EJE5
FHKCX7RMYW83,Virginia,MARINE EQUIPMENT SUPPLY LLC,N9BESJAKTWK7,,N9BESJAKTWK7
LGM4LM5ZR9K9,Virginia,"LUNA TECHNOLOGIES, INC.",SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,SJHFCDGKJJC5
T9U5YKZRMHH5,Virginia,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",,,
PD3NKE727DN9,Virginia,"TRI-LANE EQUIPMENT RENTALS, INC.",PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",PD3NKE727DN9
CFLHPEP9NMU4,Virginia,HUBBS MACHINE & MANUFACTURING,,,
WLHBRDWEW7T4,Virginia,"ABACO SYSTEMS, INC.",WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",WLHBRDWEW7T4
WY3RNC5GMY36,Virginia,"TITANIUM INDUSTRIES, INC.",WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",WY3RNC5GMY36
CTVBA1WN13S3,Virginia,"SYNERGY FLOW SYSTEMS, LLC",,,
SBJMSMKJ9M93,Virginia,"Fitchburg Welding Co., Inc.",,,
Z85NS892LYA8,Virginia,CHROMALOX INC,XWWGV5ZMALW1,,XWWGV5ZMALW1
W9MTG3DEVQN5,Virginia,VULCAN ELECTRIC COMPANY,W9MTG3DEVQN5,VULCAN ELECTRIC COMPANY,W9MTG3DEVQN5
KEKTUBQDCZM7,Virginia,A & A SHEET METAL PRODUCTS INC,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,KEKTUBQDCZM7
EJ8LYVPT4KR9,Virginia,"WHITMOR COMPANY, INC., THE",EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",EJ8LYVPT4KR9
GK3DKPJRSUR3,Virginia,"HALE TRAILER BRAKE & WHEEL, INC.",GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",GK3DKPJRSUR3
H5MUP1BXBAB1,Virginia,"Metro Business Systems, Inc.",,,
RQQYADH1UBU8,Virginia,AIR TOOL SALES & SERVICE CO INC,RQQYADH1UBU8,AIR TOOL SALES & SERVICE CO INC,RQQYADH1UBU8
Z6HMQ992QKJ7,Virginia,"SOUTHERN FASTENERS & SUPPLY, INC.",Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",Z6HMQ992QKJ7
LGL1LNBH8KM5,Virginia,"GRISWOLD INDUSTRIES, CO.",LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",LGL1LNBH8KM5
Y4ESA8L3JAD9,Virginia,"GRAYBAR ELECTRIC COMPANY, INC",WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.",WP8LRX9KNTC4
NTP7NWDS9Y49,Virginia,"MSC INDUSTRIAL DIRECT CO., INC.",NTP7NWDS9Y49,"MSC INDUSTRIAL DIRECT CO., INC.",NTP7NWDS9Y49
HNAKLNNSE339,Virginia,"HOWELL LABORATORIES, INC.",,,
C11GZDT8UL88,Virginia,"SILKTOWN ROOFING, INCORPORATED",C11GZDT8UL88,"SILKTOWN ROOFING, INCORPORATED",C11GZDT8UL88
YS2TNLEU8EK3,Virginia,"LOCKHEED MARTIN SIPPICAN, INC.",ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3
GNH1FJWKY3G3,Virginia,"WEST PHILA. BRONZE CO., INC",,,
TF2HVUYPRMV1,Virginia,"CHASE SUPPLY, INC.",,"CHASE SUPPLY, INC.",
XW6ZAJKNHM65,Virginia,VERSAMIL INC,,,
XJJ6S8U3NAR9,Virginia,Jules Borel & Co.,,,
QLNRJJK28MJ7,Virginia,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",,,
SLTUM1DV4433,Virginia,"PARASENSE, INC",S987C2WHMF29,PNC Equity Partners LP,S987C2WHMF29
JE8QAT3GGJN6,Virginia,LINTECH COMPONENTS CO INC,,,
MNPUJ84L1AK7,Virginia,A & A COMPANY INC,,,
Y5HPNMZGC7U3,Virginia,SEACON ADVANCED PRODUCTS LLC,MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83
E3WFXJMWH458,Virginia,"ADVANCED THEODOLITE TECHNOLOGY, INC.",CEKTN77MR848,SANDVIK AB,CEKTN77MR848
CZXNLVL5TBN3,Virginia,ROANWELL CORPORATION,,,
M8ZHL8ZXGQP5,Virginia,"CHROMALOX, INC.",EREJZHBM5MU1,SPIRAX-SARCO ENGINEERING PLC,EREJZHBM5MU1
MKG5CAN2J8S7,Virginia,"SAMTAN ENGINEERING, LLC",,,
L6V2CGVQP844,Virginia,RDF CORPORATION,,,
CP8AJC3EDE93,Virginia,"Alp Industries, Inc.",CP8AJC3EDE93,"Alp Industries, Inc.",CP8AJC3EDE93
T2VFE1NGR3G5,Virginia,"DRS TRAINING & CONTROL SYSTEMS, LLC",W8PTMRME1496,LEONARDO SPA,W8PTMRME1496
EDLHL766DYP1,Virginia,"WESCO DISTRIBUTION, INC.",LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",LU7KP9UJJ5L7
JG24FKGD5Z77,Virginia,"JOHN WATTS ASSOCIATES, INC.",JG24FKGD5Z77,"JOHN WATTS ASSOCIATES, INC.",JG24FKGD5Z77
J1HRLJ1Q1NT6,Virginia,"MC2 SABTECH HOLDINGS, INC.",J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",J1HRLJ1Q1NT6
QGB4RDYJNJT9,Virginia,ELLWOOD NATIONAL FORGE COMPANY,SVXNHLLWX953,,SVXNHLLWX953
WQ8LDD3N2K24,Virginia,BRADDOCK HEAT TREATING COMPANY INC,DGRNR5KG8QU1,"BRADDOCK METALLURGICAL, INC",DGRNR5KG8QU1
SMZQB2YVYM66,Virginia,ROTRON INCORPORATED,N5KEKMFCWUR1,AMETEK INC,N5KEKMFCWUR1
GN84UHWZJMR8,Virginia,"DAYTON T. BROWN, INC.",GN84UHWZJMR8,"DAYTON T. BROWN, INC.",GN84UHWZJMR8
DP49VT4FA4J3,Virginia,"ADA CORE TECHNOLOGIES, INC.",C15UT9FDSUL1,ADACORE,C15UT9FDSUL1
X4UMAJJTMS97,Virginia,GERMANE SYSTEMS LC,,,
KWAYELLKNP86,Virginia,GET ENGINEERING CORP.,,,
VC8CKKWDRPD6,Virginia,Skills For Rhode Island's Future,,,
N6U1EU32U9J1,Virginia,EST GROUP INC,,,
D3QEMKB2X4N5,Virginia,"LEXAIR, INC.",,,
RFLNANKKZYV5,Virginia,SAS INSTITUTE INC.,RFLNANKKZYV5,SAS INSTITUTE INC.,RFLNANKKZYV5
UJMKRGKNXML7,Virginia,DIEBOLT & COMPANY,UJMKRGKNXML7,DIEBOLT & COMPANY,UJMKRGKNXML7
C18KXNHETC95,Virginia,KITCO FIBER OPTICS INC,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,UU26FKF1MML6
JEH3MF4P6N78,Virginia,MUNTERS CORPORATION,ZKYHLH1VELN7,Munters Group AB,ZKYHLH1VELN7
QJ8GDNZ7RMC5,Virginia,MCMASTER-CARR SUPPLY COMPANY,C1FCEKJP7F91,MCMASTER-CARR SUPPLY COMPANY,C1FCEKJP7F91
REDAH61ZHLN7,Virginia,TRI TOOL INC,REDAH61ZHLN7,TRI TOOL INC,REDAH61ZHLN7
Q3HHLUDK4ED3,Virginia,Abrasive Products LLC,,,
CUJ6JZJFLMQ8,Virginia,"VECTOR SOFTWARE, INC.",P3S2F1HKFDM4,Vector Stiftung,P3S2F1HKFDM4
L6EMG925NF78,Virginia,KADANT UNAFLEX LLC,QLMUV48L7HP4,Kadant Inc.,QLMUV48L7HP4
UP6CM5LVP5G3,Virginia,"WARNER SPECIALTY PRODUCTS, INC.",,,
NDF9CNKGHWR3,Virginia,"CURTIS UNIVERSAL JOINT CO, INC.",,,
G44XUJLFP3A1,Virginia,TANDEMLOC INC.,,,
ZG54KTLANAU7,Virginia,ANVER CORPORATION,,,
UPJ1ASYAGWH4,Virginia,ALERT TUBING FABRICATORS INC.,,,
PDBCMAYNN1V8,Virginia,"CUSTOM QUALITY SCAFFOLDING, INC.",,,
KKPLLYQNK495,Virginia,"BARTOL HEATING AND COOLING, INC.",,,
EANJVKFHMSZ8,Virginia,"GULF FASTENER, INC.",,,
FB4ZY68792Y5,Virginia,TE CONNECTIVITY PHOENIX OPTIX INC.,MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83
FKE7YM75FN66,Virginia,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",,,
CZKYJKB7H9J7,Virginia,"VEGAS FASTENER MANUFACTURING, LLC",RBANKF6MUJS9,"Efg Holdings, Inc.",RBANKF6MUJS9
VAX5URMCQMM5,Virginia,"SI TECHNOLOGIES, INC",VAX5URMCQMM5,"SI TECHNOLOGIES, INC",VAX5URMCQMM5
NSEVFLRKSUV1,Virginia,"NORTHLAND INDUSTRIAL TRUCK CO., INC.",NSEVFLRKSUV1,"NORTHLAND INDUSTRIAL TRUCK CO., INC.",NSEVFLRKSUV1
LLNNTHPDWYV1,Virginia,LIMCO AIREPAIR INC.,TZMTECJ51C87,TAT TECHNOLOGIES LTD.,TZMTECJ51C87
M98JCJ2U7RD8,Virginia,CARLTON NATIONAL RESOURCES INC,,,
Q9D3LSUU5BN6,Virginia,"Mercury Systems, Inc.",J51ULX3CNCZ4,"MERCURY SYSTEMS, INC.",J51ULX3CNCZ4
LNRSWFY5UKF7,Virginia,TALBERT MANUFACTURING INC,LNRSWFY5UKF7,TALBERT MANUFACTURING INC,LNRSWFY5UKF7
XAABQKXTNJ16,Virginia,ADVANTAGE ENGINEERING INC,XAABQKXTNJ16,ADVANTAGE ENGINEERING INC,XAABQKXTNJ16
TB74HBR5ABD6,Virginia,"HUGHES CIRCUITS, INC.",,,
PNHTDAAYRXL3,Virginia,SPACECRAFT COMPONENTS CORP,PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,PNHTDAAYRXL3
QVDMAW2TVBE7,Virginia,"MET LABORATORIES, INC.",V954CM7C5F33,Eurofins Scientific  Soc. Europ.,V954CM7C5F33
ZXGBKBLTY7F1,Virginia,LBC AQUISITIONS LLC,VK1WGWEKJRS4,Morris Capital Management LLC,VK1WGWEKJRS4
DKSJBNE34MJ7,Virginia,"Q-MATION, INC.",DKSJBNE34MJ7,"Q-MATION, INC.",DKSJBNE34MJ7
MJGFRKACFZB3,Virginia,MEMKOR INC,,,
KS91NKS9M428,Virginia,"ORBIS SIBRO, INC.",KS91NKS9M428,"ORBIS SIBRO, INC.",KS91NKS9M428
VK36BNH241M8,Virginia,"H. O. PENN MACHINERY COMPANY, INC.",VK36BNH241M8,"H. O. PENN MACHINERY COMPANY, INC.",VK36BNH241M8
D7T3U3HPNR49,Virginia,J. STEELE SERVICES LLC,,,
VS7NBJG314R6,Virginia,INTERNATIONAL PAINT LLC,CPRTJPTEJ2K4,Akzo Nobel N.V.,CPRTJPTEJ2K4
CQLFMKPGRUQ3,Virginia,"TEVET, LLC",CQLFMKPGRUQ3,"TEVET, LLC",CQLFMKPGRUQ3
KK62PWHW5ZR8,Virginia,"CRITICAL IO, LLC",,,
FHJHVERLNXU7,Virginia,EAGLE LEASING COMPANY THE,FHJHVERLNXU7,EAGLE LEASING COMPANY THE,FHJHVERLNXU7
KVETLASZ5DL3,Virginia,CONREX STEEL LIMITED,KVETLASZ5DL3,CONREX STEEL LIMITED,KVETLASZ5DL3
U6JRN865H4E3,Virginia,TTI INC.,U6JRN865H4E3,TTI INC.,U6JRN865H4E3
EK4US8MM54U3,Virginia,"NOANK ELECTRIC, LLC",,,
GRTDYGFYWBS8,Virginia,"FARO TECHNOLOGIES, INC.",GRTDYGFYWBS8,"FARO TECHNOLOGIES, INC.",GRTDYGFYWBS8
DVLSV4HZBX23,Virginia,"EAST COAST METROLOGY, LLC",,,
TL9AYFLSQ189,Virginia,"JORGENSEN FORGE CORPORATION, THE",MUDRJ4V89NN8,Constellations Enterprise LLC,MUDRJ4V89NN8
U4TBEJN3QV83,Virginia,3M PURIFICATION INC.,YLQMY5SGNE55,3M COMPANY,YLQMY5SGNE55
FMNVM66XGFY7,Virginia,"WIND RIVER SYSTEMS, INC.",ME2HWYNQNHH5,,ME2HWYNQNHH5
XQ2FNSEVHWL1,Virginia,GOODWIN-BRADLEY PATTERN CO INC,,,
DKWCJWBNHCL3,Virginia,NCP COATINGS INC,,,
GLRVV6FC6DB3,Virginia,GP STRATEGIES CORPORATION,GLRVV6FC6DB3,GP STRATEGIES CORPORATION,GLRVV6FC6DB3
RW9ZRN3J3KB3,Virginia,"POWERHOUSE EQUIPMENT & ENGINEERING COMPANY, INC.",RW9ZRN3J3KB3,"POWERHOUSE EQUIPMENT & ENGINEERING COMPANY, INC.",RW9ZRN3J3KB3
C2HBVLFX4AH7,Virginia,"ARLAND TOOL & MFG, INC.",C2HBVLFX4AH7,"ARLAND TOOL & MFG, INC.",C2HBVLFX4AH7
W6SWKAS2DBE5,Virginia,SHILOH INDUSTRIES INC,,,
UGQ9ZMC59WA6,Virginia,"CABLEWORKS, INC.",,,
HFDXVMRW2NX8,Virginia,"TRUSTED SYSTEMS, INC.",HFDXVMRW2NX8,"TRUSTED SYSTEMS, INC.",HFDXVMRW2NX8
M467BSNHK9J8,Virginia,KATO ENGINEERING INC.,E5LZDXKKRKE3,NIDEC CORPORATION,E5LZDXKKRKE3
NK1RB5VKXES9,Virginia,DETROIT SWITCH INC,,,
LEC1VZC9HL25,Virginia,"A.C.R. MACHINE, INC.",,,
K3K9GLKWAWQ1,Virginia,"OHIO SEMITRONICS, INC",K3K9GLKWAWQ1,"OHIO SEMITRONICS, INC",K3K9GLKWAWQ1
WYLZYTJ1SSJ3,Virginia,OPERATING & MAINTENANCE SPECIALTIES INC,,,
MC45MKDJLGK6,Virginia,J J U DISTRIBUTORS INC,,,
RLNZFHWTLKH6,Virginia,CARR COMPANY LIMITED,,,
KKRWXEQ9FVU6,Virginia,"HURLEY CONSTRUCTION, INC.",,,
S4LDURRAY3J9,Virginia,"Rexnord Industries, LLC",WFM2KCAVDX59,Rexnord Corporation,WFM2KCAVDX59
MC9KZKMUD8F8,Virginia,"AGGREKO, LLC",,CUBE MOBILE POWER HOLDCO LIMITED,
JJZ4GXK7SCJ5,Virginia,"CONCURRENT TECHNOLOGIES, INC.",SC4MSPUB7B46,CONCURRENT TECHNOLOGIES PLC,SC4MSPUB7B46
DMTPEM6MJPB8,Virginia,PEARSE-BERTRAM LLC,,,
SMNWM6HN79X5,Virginia,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",FAZSFFE6CST9,,FAZSFFE6CST9
HE98WLUBNW88,Virginia,"ORACLE AMERICA, INC.",J3TKCN6S76D6,ORACLE CORPORATION,J3TKCN6S76D6
ZBR7R1G1MGB3,Virginia,"TIMKEN CORPORATION, THE",H4FZBFXLJ636,"TIMKEN COMPANY, THE",H4FZBFXLJ636
X65QG1LNA3J3,Virginia,"UNITED TITANIUM, INC.",,"UNITED TITANIUM, INC.",
TT6NACMBJC38,Virginia,"DIVERSIFIED METALS, INC.",,,
NK62M46B48L8,Virginia,"JOINING TECHNOLOGIES, INC.",,,
RANZTST3FQU3,Virginia,SID TOOL CO INC,,,
PQ7FJYK7LNM6,Virginia,B M F TORQUE WRENCH COMPANY,,,
CXK2Y51KDBW1,Virginia,PRL INDUSTRIES INC,,,
GMKDF9P95AA7,Virginia,"AK SERVICES, INC.",,,
XBHNYVTCDQH8,Virginia,UNIFIED2 GLOBAL PACKAGING GROUP LLC,XBHNYVTCDQH8,UNIFIED2 GLOBAL PACKAGING GROUP LLC,XBHNYVTCDQH8
CGH1CSXQJ5H7,Virginia,CAEN TECHNOLOGIES,ZVDFRHRJJ272,COSTRUZIONI APPARECCHIATURE ELETTRONICHE NUCLEARI C.A.E.N. SPA,ZVDFRHRJJ272
VTEWM5QSE598,Virginia,RAYTHEON COMPANY,KLW3ZYL15493,RAYTHEON COMPANY,KLW3ZYL15493
G1DSEBQKGDF8,Virginia,"CIRCOR INSTRUMENTATION TECHNOLOGIES, INC.",U45EH8WMNF55,"Circor International, Inc.",U45EH8WMNF55
JLUZRMMLKQ47,Virginia,"WODIN, INC.",,,
FMKADN1KAXH6,Virginia,"HOSE-MCCANN TELEPHONE CO., INC.",FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",FMKADN1KAXH6
V8NJNRJ95KX5,Virginia,B F METALS INC,V8NJNRJ95KX5,B F METALS INC,V8NJNRJ95KX5
HJ7KCZ68G3N3,Virginia,HAMPTON RUBBER COMPANY,M4GAZLHBK7W5,Aea Investors LP,M4GAZLHBK7W5
E2WALWZNMT18,Virginia,"APEX MACHINE TOOL COMPANY, INC.",RCCFHJBQZ5G6,EDAC TECHNOLOGIES LLC,RCCFHJBQZ5G6
JHKFCL4CT7L6,Virginia,"FACILITIES ENGINEERING ASSOCIATES, P.C.",,,
XP5GHU7EKM33,Virginia,"Sie Computing Solutions, Inc.",KXJ2NDJBA178,Filzmaier Privatstiftung,KXJ2NDJBA178
GKN9NW23L2L9,Virginia,"HYSPAN PRECISION PRODUCTS, INC.",GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",GKN9NW23L2L9
LG8PRS9MR697,Virginia,SFC VALVE CORPORATION,,,
LV9KTAW8RSA3,Virginia,Continental Emsco Company (inc),,,
LUUBKNAN8TK6,Virginia,PALL AEROPOWER CORPORATION,MBFSJ8M4RQB6,Danaher Corporation,MBFSJ8M4RQB6
Z31MCJ7P45T1,Virginia,"CORE MANUFACTURING, LLC",,,
JABWYKLD7GL8,Virginia,"KNOWLEDGE KEY ASSOCIATES, INC.",JABWYKLD7GL8,"KNOWLEDGE KEY ASSOCIATES, INC.",JABWYKLD7GL8
SKKACASET588,Virginia,DYNALEC CORPORATION,SKKACASET588,DYNALEC CORPORATION,SKKACASET588
E6KQEMMCJ9B6,Virginia,"ATRENNE COMPUTING SOLUTIONS, LLC",JVPJXP6A4DF8,Onex Corporation,JVPJXP6A4DF8
LKUNMC2NEY97,Virginia,"MATTHEW WARREN, INC",PXBUGNWVPJ46,"Helix Acquisition Holdings, Inc.",PXBUGNWVPJ46
L2Y7KUMBALU4,Virginia,"KENSINGTON ELECTRONICS, INC",L2Y7KUMBALU4,"KENSINGTON ELECTRONICS, INC",L2Y7KUMBALU4
V8HLLRJLCQH6,Virginia,"ALBANY VALVE & FITTING CO., INC.",V8HLLRJLCQH6,"ALBANY VALVE & FITTING CO., INC.",V8HLLRJLCQH6
JAWVFDNMQ633,Virginia,PHOTONWORKS ENGINEERING LLP,,,
UJD2HEK94GH8,Virginia,"KFT FIRE TRAINER, LLC",KHCHNNS9E3R5,,KHCHNNS9E3R5
ERZRH1FL8R66,Virginia,"PLAINVILLE PLATING COMPANY, INC.",,,
E9B7STE3MUX9,Virginia,"C.I.L. Electroplating, Inc.",E9B7STE3MUX9,"C.I.L. Electroplating, Inc.",E9B7STE3MUX9
JKN2Q1EHKF63,Virginia,LEONHARDT COMPANY INC,,,
CRG3ND68KH28,Virginia,"MCGILL HOSE & COUPLING, INC.",,,
UKXMHUWSFLW7,Virginia,"G.W. LISK CO, INC",UKXMHUWSFLW7,"G.W. LISK CO, INC",UKXMHUWSFLW7
MVVAKQUHTTQ6,Virginia,PROGENY SYSTEMS LLC,FAZSFFE6CST9,,FAZSFFE6CST9
